id,start,stop,weekly_clicks,event,studied_credits,week,gender,imd_band,final_result,age_band_35-55,highest_education_HE Qualification,highest_education_Lower Than A Level,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region,disability_Y,any_unusual_region,low_education
27891,0,0,124,0,120,0,M,0-10%,Withdrawn,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1,1
27891,0,1,18,0,120,1,M,0-10%,Withdrawn,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1,1
27891,1,2,16,0,120,2,M,0-10%,Withdrawn,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1,1
27891,2,3,13,0,120,3,M,0-10%,Withdrawn,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1,1
27891,3,4,9,0,120,4,M,0-10%,Withdrawn,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1,1
27891,4,6,26,0,120,6,M,0-10%,Withdrawn,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1,1
27891,6,7,23,0,120,7,M,0-10%,Withdrawn,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1,1
27891,7,8,1,0,120,8,M,0-10%,Withdrawn,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1,1
27891,8,10,1,0,120,10,M,0-10%,Withdrawn,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1,1
27891,10,12,32,0,120,12,M,0-10%,Withdrawn,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1,1
27891,12,13,9,0,120,13,M,0-10%,Withdrawn,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1,1
27891,13,17,13,0,120,17,M,0-10%,Withdrawn,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1,1
29144,0,0,126,0,120,0,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,0,2,74,0,120,2,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,2,4,43,0,120,4,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,4,5,52,0,120,5,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,5,6,75,0,120,6,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,6,7,232,0,120,7,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,7,8,21,0,120,8,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,8,9,12,0,120,9,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,9,10,64,0,120,10,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,10,11,33,0,120,11,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,11,12,184,0,120,12,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,12,13,105,0,120,13,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,13,14,52,0,120,14,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,14,15,50,0,120,15,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,15,16,63,0,120,16,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,16,17,111,0,120,17,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,17,18,5,0,120,18,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,18,19,37,0,120,19,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,19,20,110,0,120,20,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,20,21,10,0,120,21,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,21,22,21,0,120,22,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,22,23,49,0,120,23,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,23,24,1,0,120,24,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,24,25,7,0,120,25,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,25,26,27,0,120,26,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,26,27,7,0,120,27,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,27,28,82,0,120,28,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,28,29,24,0,120,29,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,29,30,176,0,120,30,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,30,31,42,0,120,31,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
29144,31,32,7,0,120,32,M,60-70%,Fail,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1
31663,0,0,302,0,60,0,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,0,1,97,0,60,1,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,1,2,188,0,60,2,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,2,3,238,0,60,3,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,3,4,146,0,60,4,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,4,5,156,0,60,5,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,5,6,199,0,60,6,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,6,7,419,0,60,7,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,7,8,332,0,60,8,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,8,9,197,0,60,9,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,9,10,189,0,60,10,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,10,11,244,0,60,11,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,11,12,243,0,60,12,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,12,13,120,0,60,13,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,13,14,144,0,60,14,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,14,15,103,0,60,15,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,15,16,86,0,60,16,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,16,17,124,0,60,17,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,17,18,292,0,60,18,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,18,19,134,0,60,19,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,19,20,84,0,60,20,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,20,21,106,0,60,21,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,21,22,89,0,60,22,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,22,23,86,0,60,23,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,23,24,83,0,60,24,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,24,25,80,0,60,25,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,25,26,159,0,60,26,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,26,27,120,0,60,27,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,27,28,106,0,60,28,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,28,29,245,0,60,29,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,29,30,199,0,60,30,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,30,31,94,0,60,31,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,31,32,159,0,60,32,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,32,33,47,0,60,33,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
31663,33,34,4,0,60,34,M,30-40%,Pass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0
33666,0,0,28,0,60,0,F,10-20,Withdrawn,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
33666,0,1,107,0,60,1,F,10-20,Withdrawn,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
33666,1,2,197,0,60,2,F,10-20,Withdrawn,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
33666,2,3,58,0,60,3,F,10-20,Withdrawn,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
33666,3,4,113,0,60,4,F,10-20,Withdrawn,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
33666,4,5,135,0,60,5,F,10-20,Withdrawn,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
33666,5,6,181,0,60,6,F,10-20,Withdrawn,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
33666,6,7,147,0,60,7,F,10-20,Withdrawn,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
33666,7,8,28,0,60,8,F,10-20,Withdrawn,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
33666,8,9,28,0,60,9,F,10-20,Withdrawn,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
33666,9,10,7,0,60,10,F,10-20,Withdrawn,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
33666,10,11,1,0,60,11,F,10-20,Withdrawn,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
33666,11,12,19,0,60,12,F,10-20,Withdrawn,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
33666,12,13,21,0,60,13,F,10-20,Withdrawn,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
33666,13,14,24,0,60,14,F,10-20,Withdrawn,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
33666,14,15,63,0,60,15,F,10-20,Withdrawn,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
33666,15,16,19,0,60,16,F,10-20,Withdrawn,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
33666,16,17,5,0,60,17,F,10-20,Withdrawn,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
33666,17,18,13,0,60,18,F,10-20,Withdrawn,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
34229,0,0,39,0,120,0,F,0-10%,Pass,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0
34229,0,1,48,0,120,1,F,0-10%,Pass,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0
34229,1,2,24,0,120,2,F,0-10%,Pass,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0
34229,2,3,30,0,120,3,F,0-10%,Pass,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0
34229,3,4,56,0,120,4,F,0-10%,Pass,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0
34229,4,5,33,0,120,5,F,0-10%,Pass,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0
34229,5,6,44,0,120,6,F,0-10%,Pass,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0
34229,6,7,5,0,120,7,F,0-10%,Pass,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0
34229,7,8,78,0,120,8,F,0-10%,Pass,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0
34229,8,10,21,0,120,10,F,0-10%,Pass,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0
34229,10,11,44,0,120,11,F,0-10%,Pass,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0
34229,11,12,72,0,120,12,F,0-10%,Pass,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0
34229,12,13,7,0,120,13,F,0-10%,Pass,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0
34229,13,14,16,0,120,14,F,0-10%,Pass,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0
34229,14,17,1,0,120,17,F,0-10%,Pass,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0
34229,17,18,1,0,120,18,F,0-10%,Pass,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0
34229,18,21,7,0,120,21,F,0-10%,Pass,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0
34229,21,22,24,0,120,22,F,0-10%,Pass,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0
34229,22,23,15,0,120,23,F,0-10%,Pass,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0
34229,23,25,36,0,120,25,F,0-10%,Pass,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0
34229,25,26,14,0,120,26,F,0-10%,Pass,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0
34229,26,27,2,0,120,27,F,0-10%,Pass,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0
34229,27,31,65,0,120,31,F,0-10%,Pass,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0
34229,31,32,2,0,120,32,F,0-10%,Pass,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0
34229,32,33,1,0,120,33,F,0-10%,Pass,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0
34353,0,1,24,0,120,1,M,70-80%,Fail,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0
34353,1,2,124,0,120,2,M,70-80%,Fail,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0
34353,2,3,21,0,120,3,M,70-80%,Fail,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0
34353,3,4,7,0,120,4,M,70-80%,Fail,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0
34353,4,6,65,0,120,6,M,70-80%,Fail,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0
34353,6,7,19,0,120,7,M,70-80%,Fail,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0
34353,7,8,10,0,120,8,M,70-80%,Fail,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0
34353,8,9,7,0,120,9,M,70-80%,Fail,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0
34353,9,11,18,0,120,11,M,70-80%,Fail,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0
34353,11,12,3,0,120,12,M,70-80%,Fail,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0
34353,12,17,16,0,120,17,M,70-80%,Fail,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0
34353,17,22,22,0,120,22,M,70-80%,Fail,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0
34353,22,24,8,0,120,24,M,70-80%,Fail,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0
34353,24,25,25,0,120,25,M,70-80%,Fail,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0
34353,25,26,5,0,120,26,M,70-80%,Fail,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0
34353,26,27,5,0,120,27,M,70-80%,Fail,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0
34353,27,31,6,0,120,31,M,70-80%,Fail,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0
34353,31,32,6,0,120,32,M,70-80%,Fail,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0
34431,0,0,12,0,60,0,F,70-80%,Withdrawn,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1
34431,0,1,23,0,60,1,F,70-80%,Withdrawn,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1
34431,1,2,12,0,60,2,F,70-80%,Withdrawn,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1
34431,2,3,30,1,60,3,F,70-80%,Withdrawn,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1
34756,0,0,17,0,150,0,F,10-20,Withdrawn,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0,1
34756,0,1,15,0,150,1,F,10-20,Withdrawn,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0,1
34756,1,3,10,0,150,3,F,10-20,Withdrawn,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0,1
34756,3,4,18,0,150,4,F,10-20,Withdrawn,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0,1
34756,4,5,12,0,150,5,F,10-20,Withdrawn,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0,1
34756,5,6,38,0,150,6,F,10-20,Withdrawn,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0,1
34756,6,7,14,0,150,7,F,10-20,Withdrawn,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0,1
34756,7,8,5,1,150,8,F,10-20,Withdrawn,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0,1
34863,0,0,21,0,60,0,F,50-60%,Pass,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
34863,0,2,21,0,60,2,F,50-60%,Pass,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
34863,2,5,26,0,60,5,F,50-60%,Pass,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
34863,5,6,20,0,60,6,F,50-60%,Pass,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
34863,6,7,29,0,60,7,F,50-60%,Pass,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
34863,7,8,5,0,60,8,F,50-60%,Pass,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
34863,8,10,1,0,60,10,F,50-60%,Pass,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
34863,10,12,14,0,60,12,F,50-60%,Pass,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
34863,12,17,16,0,60,17,F,50-60%,Pass,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
34863,17,22,13,0,60,22,F,50-60%,Pass,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
34863,22,26,24,0,60,26,F,50-60%,Pass,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
34863,26,27,3,0,60,27,F,50-60%,Pass,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
34863,27,28,4,0,60,28,F,50-60%,Pass,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
34863,28,30,1,0,60,30,F,50-60%,Pass,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
35812,0,2,18,0,60,2,F,30-40%,Fail,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1
35812,2,3,1,0,60,3,F,30-40%,Fail,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1
39655,0,0,26,0,120,0,F,50-60%,Distinction,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1,1
39655,0,1,53,0,120,1,F,50-60%,Distinction,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1,1
39655,1,2,25,0,120,2,F,50-60%,Distinction,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1,1
39655,2,5,50,0,120,5,F,50-60%,Distinction,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1,1
39655,5,8,1,0,120,8,F,50-60%,Distinction,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1,1
39655,8,9,11,0,120,9,F,50-60%,Distinction,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1,1
39655,9,10,56,0,120,10,F,50-60%,Distinction,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1,1
39655,10,12,14,0,120,12,F,50-60%,Distinction,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1,1
