id,stop,risk_score,log_risk,dropout_prob,risk_band
103496,33.0,0.8825908076840413,-0.12489359724280194,0.09098772090383,Very Low
106095,33.0,0.8936186795118771,-0.11247612778416853,0.09207059134035955,Very Low
106793,28.0,0.9633115703291191,-0.03737837815281301,0.09888423921260969,Low (≥0.10)
108859,37.0,0.9422338889326273,-0.059501745487173366,0.09682895412807813,Very Low
109441,35.0,0.9334868002590153,-0.06882845615494797,0.09597464962007729,Very Low
110911,28.0,0.8900156503783249,-0.11651623171581343,0.091716937587488,Very Low
114402,33.0,1.1114891406469085,0.10570068437610453,0.11320162388532806,Medium (≥0.10)
116606,33.0,0.9436240506175603,-0.05802744362426077,0.09696465309395952,Low (≥0.10)
117544,35.0,0.9660150426667189,-0.03457587277210662,0.09914751620599427,Low (≥0.10)
117545,13.0,0.9602810133779166,-0.04052931508639636,0.09858901769251538,Low (≥0.10)
118213,25.0,0.9459907193664037,-0.055522520373303144,0.09719562572663298,Low (≥0.10)
118877,2.0,2.1393977610983783,0.760524369380221,0.20645203162091563,Medium (≥0.10)
119444,12.0,2.4276730991424333,0.886933226217776,0.23079682150652503,High (≥0.22)
123087,33.0,0.9685481936463873,-0.031957036251408465,0.09939413669054331,Low (≥0.10)
125535,36.0,0.870107443251091,-0.1391385769689968,0.0897603713425249,Very Low
126769,36.0,0.9866707391453934,-0.013418892828435818,0.1011565287700702,Low (≥0.10)
126800,37.0,0.9606889894194562,-0.04010455462987751,0.09862876628679251,Low (≥0.10)
132924,13.0,1.056631541833498,0.05508605750154307,0.10792782314381666,Medium (≥0.10)
138407,23.0,2.168079361747398,0.7738416888794645,0.20890830899097668,Medium (≥0.10)
142324,36.0,0.9757517126850069,-0.02454711767313821,0.1000950822065757,Low (≥0.10)
145280,33.0,0.9700551202368758,-0.03040238411271704,0.0995408148132918,Low (≥0.10)
150398,35.0,1.078311324090484,0.07539622865032325,0.11001577274956664,Medium (≥0.10)
151917,33.0,0.9606913355065717,-0.04010211254479417,0.09862899485805032,Low (≥0.10)
152973,35.0,0.9158267470567752,-0.08792807296509017,0.09424737646513981,Very Low
155484,36.0,1.1389031365252291,0.13006563828966028,0.11582540624194515,Medium (≥0.10)
156358,28.0,2.08281208248611,0.7337189433681897,0.2015836754198589,Medium (≥0.10)
157752,28.0,0.9323564653592852,-0.07004006385944887,0.09586419392294487,Very Low
160026,32.0,0.9369304138725754,-0.06514626431196766,0.09631107445508913,Very Low
165099,28.0,1.101122237872318,0.0963298759849812,0.11220738418179477,Medium (≥0.10)
169008,35.0,0.904884931586852,-0.09994749078397218,0.09317553718063754,Very Low
169400,34.0,0.9725317290102083,-0.027852577790182905,0.0997818259759532,Low (≥0.10)
173163,28.0,0.9944534596171793,-0.005561979553718717,0.10191232842908371,Low (≥0.10)
177554,7.0,0.9975852587590509,-0.0024176614305281294,0.10221628600802257,Low (≥0.10)
179073,21.0,2.2791339233630374,0.8237955126278514,0.21834746439844166,High (≥0.22)
179297,3.0,1.0711008168867149,0.0686869204496395,0.10932188180889235,Medium (≥0.10)
184583,2.0,0.9643272637695646,-0.03632455674552878,0.09898316129258711,Low (≥0.10)
184972,33.0,0.8545537233587447,-0.1571759072983557,0.0882288291443506,Very Low
188766,36.0,0.8681571578525832,-0.14138252327685427,0.08956847198130335,Very Low
191459,31.0,0.8960241976215931,-0.10978786009776996,0.09230662726145666,Very Low
191746,29.0,0.9727421118026748,-0.02763627632262318,0.0998022964028128,Low (≥0.10)
191973,33.0,0.7350969762441171,-0.30775284800449193,0.07637995328106006,Very Low
192944,35.0,0.9949878801288906,-0.005024722672714834,0.10196420403172668,Low (≥0.10)
193310,35.0,0.9401255761997548,-0.06174182093879744,0.09662311479420393,Very Low
195221,2.0,0.898122073701261,-0.1074492803851804,0.09251242642379309,Very Low
195345,35.0,0.9550236944960188,-0.04601912781859878,0.09807664684780393,Low (≥0.10)
195940,33.0,0.8914526730122897,-0.1149029300064537,0.09185800442864078,Very Low
197527,13.0,0.945071044152701,-0.05649517531662627,0.0971058779770988,Low (≥0.10)
226839,36.0,0.9297056312451509,-0.07288726848246678,0.09560510294907554,Very Low
228909,18.0,2.584761734792492,0.9496333314849958,0.24374706402632762,High (≥0.22)
229326,12.0,2.3196151331578365,0.8414012810365616,0.2217601107763879,High (≥0.22)
230383,34.0,0.9149456256508495,-0.0888906409905791,0.09416111042193842,Very Low
235371,36.0,0.9176160226578092,-0.08597625183532713,0.09442252991286038,Very Low
237913,37.0,0.9144577877717375,-0.08942397102275908,0.09411334520265957,Very Low
238144,29.0,0.8998340407571814,-0.10554493182012879,0.09268033379192342,Very Low
242893,6.0,2.2160685114072054,0.7957346851071285,0.21300108394413775,Medium (≥0.10)
245784,18.0,0.9323150177002293,-0.0700845195820137,0.09586014342427973,Very Low
247457,37.0,1.0296796868368212,0.029247770222528863,0.10532529618943198,Medium (≥0.10)
247967,20.0,2.3560880571413723,0.8570026407875638,0.22482208933734538,High (≥0.22)
249154,4.0,0.9783953390882062,-0.02184145843061322,0.10035218601172968,Low (≥0.10)
252863,34.0,1.0013583151192254,0.0013573934437665287,0.10258234434870928,Low (≥0.10)
254612,23.0,0.9186248687692476,-0.08487743498874113,0.09452127163564739,Very Low
258268,21.0,0.9308498996579205,-0.0716572395604226,0.09571695217970488,Very Low
258840,34.0,0.9236771507479505,-0.07939267234867087,0.09501560634241701,Very Low
260137,33.0,0.9351177607342548,-0.06708281031478312,0.09613400238783276,Very Low
260216,19.0,1.0112086079112388,0.011146256944673952,0.10353730707423281,Low (≥0.10)
263448,37.0,0.9031248482167914,-0.10189447574580662,0.0930030043994503,Very Low
264281,1.0,2.253673576240213,0.8125615853609847,0.21619344495782544,High (≥0.22)
264694,21.0,0.9162833991896279,-0.0874295743969285,0.09429208168325176,Very Low
264732,2.0,2.478615076462497,0.9076999672826417,0.23502054629249103,High (≥0.22)
265466,34.0,0.8337073716660506,-0.18187281149592768,0.08617209037645057,Very Low
267774,19.0,2.0728083219790285,0.728904365106714,0.20071989897509768,Medium (≥0.10)
269510,27.0,1.0122928657125803,0.012217921995818335,0.10364236121454884,Low (≥0.10)
272000,3.0,0.9861037050221031,-0.013993752403063891,0.10110143780035086,Low (≥0.10)
272617,11.0,2.350057248715193,0.8544396890147408,0.2243166229020449,High (≥0.22)
275006,33.0,0.9680797524498446,-0.03244080620487107,0.09934853565643298,Low (≥0.10)
275180,36.0,0.977869642114049,-0.022378908103190955,0.1003010656180261,Low (≥0.10)
275296,15.0,0.9965406536117122,-0.0034653437623290394,0.10211491302008235,Low (≥0.10)
276925,33.0,0.8369689694131652,-0.17796828276035168,0.08649419140470938,Very Low
277967,34.0,0.9729834236551254,-0.027388233266919505,0.09982577568067696,Low (≥0.10)
280054,6.0,0.9562261838605505,-0.04476079991828982,0.09819386543911779,Low (≥0.10)
280152,33.0,1.0377298630480947,0.037035503328239766,0.1061034321022245,Medium (≥0.10)
284246,37.0,0.8776580273258383,-0.13049825173542173,0.0905029336928106,Very Low
284762,33.0,0.9590369659462271,-0.041825658495159374,0.09846780088883711,Low (≥0.10)
285470,31.0,0.9696120276725376,-0.030859258966243464,0.0994976884597023,Low (≥0.10)
286338,33.0,0.9616775539091894,-0.03907606754940408,0.09872507361679916,Low (≥0.10)
286947,33.0,0.9361036227503392,-0.06602910056562905,0.09623031227840506,Very Low
288086,35.0,0.9875474108262917,-0.012530772396016146,0.10124169635161073,Low (≥0.10)
288655,1.0,2.4604516553838898,0.9003449328414488,0.23351723940578428,High (≥0.22)
290184,33.0,0.9064763352751131,-0.09819035472631925,0.09333150682486946,Very Low
293387,33.0,0.8850990300458339,-0.12205574187748722,0.09123412661038388,Very Low
293989,12.0,2.270437791870642,0.8199726727531488,0.21761241283561816,High (≥0.22)
294134,33.0,0.9232205819580946,-0.07988708932809674,0.09497094498983849,Very Low
297179,34.0,1.0657977738245934,0.06372360214182128,0.10881120721257254,Medium (≥0.10)
297685,33.0,0.9375532663992883,-0.06448170525904962,0.09637191084251295,Very Low
297806,3.0,1.0597761117013513,0.058057670438783175,0.1082309757346881,Medium (≥0.10)
298187,33.0,0.9036385583932363,-0.10132582332744519,0.09305336440918321,Very Low
298303,27.0,0.9912435111831577,-0.008795052149680191,0.10160067925684102,Low (≥0.10)
298961,33.0,0.9648015635939111,-0.035832832370074154,0.09902935135871815,Low (≥0.10)
300819,35.0,1.0398697385057905,0.039095453871925104,0.10631016014312433,Medium (≥0.10)
303165,37.0,0.9747835876371064,-0.025539794019206277,0.10000090958735575,Low (≥0.10)
303617,34.0,0.8886637630561022,-0.1180363342956604,0.09158420814012247,Very Low
305909,34.0,0.9244538201636194,-0.07855218055061668,0.09509157473013552,Very Low
306478,36.0,0.881501600180074,-0.12612846185366017,0.09088069724743009,Very Low
308775,34.0,1.2154214511659078,0.19509089003342517,0.12310794094871069,Medium (≥0.10)
308850,2.0,0.9931496594958757,-0.006873911795896044,0.10178575743286056,Low (≥0.10)
314252,33.0,0.9177013863933879,-0.08588322843216065,0.09443088538244115,Very Low
314675,37.0,0.9109934036819547,-0.09321962249267988,0.09377406770470875,Very Low
314801,34.0,0.9664112152965129,-0.03416584663660797,0.09918609091824804,Low (≥0.10)
321450,37.0,0.9351217856552936,-0.06707850613776306,0.0961343956074393,Very Low
322184,20.0,2.343181912814146,0.8515097974909027,0.22373997113098576,High (≥0.22)
322574,2.0,0.9940656823918109,-0.0059519956436741165,0.10187468545055478,Low (≥0.10)
327224,12.0,0.8889139867895448,-0.11775480091674956,0.09160877678183921,Very Low
330917,33.0,0.9214280910567367,-0.08183053958154217,0.09479558302666158,Very Low
335035,33.0,0.9922912476956177,-0.007738618320916472,0.10170241434077765,Low (≥0.10)
338554,33.0,0.8513577207993611,-0.16092288526677115,0.08791380645515123,Very Low
340216,33.0,0.9535230810327877,-0.04759164759301613,0.09793034576625581,Low (≥0.10)
340592,16.0,0.9372204396300892,-0.06483676333525928,0.0963394028891209,Very Low
340899,20.0,2.158360746993721,0.769349020146663,0.208076864693869,Medium (≥0.10)
341611,22.0,1.0479140752755107,0.046801593296624,0.10708687590039323,Medium (≥0.10)
342192,32.0,0.9337652852340705,-0.06853017294050294,0.09600186094490382,Very Low
343138,30.0,0.9933959823186583,-0.006625920691276886,0.10180967145646536,Low (≥0.10)
350312,6.0,0.9020917904352755,-0.10303900086502704,0.09290172326580792,Very Low
350797,37.0,0.9686627557368391,-0.03183876096432956,0.09940528853891795,Low (≥0.10)
351050,33.0,0.9007769817378176,-0.10449757505617133,0.09277280287446954,Very Low
357901,28.0,1.1493718658267245,0.1392155895226812,0.11682531451148348,Medium (≥0.10)
358001,27.0,0.8803143617489844,-0.12747620604085597,0.0907640268879405,Very Low
358204,36.0,1.058308637782861,0.05667200902589538,0.1080895165787229,Medium (≥0.10)
361411,33.0,0.8151520986972259,-0.20438055898502275,0.08433749121473,Very Low
363213,35.0,0.8569453554569892,-0.15438112501122275,0.08846449569339265,Very Low
364527,34.0,0.8410548660847293,-0.1730983820352293,0.08689753637152453,Very Low
365097,34.0,1.1926149969667568,0.17614837264604674,0.12094366243749011,Medium (≥0.10)
365111,28.0,0.906015151693164,-0.0986992493558585,0.0932863100930893,Very Low
366479,36.0,0.922527546527123,-0.08063804277926898,0.09490314836535463,Very Low
368521,34.0,0.9281741576858148,-0.07453589388367395,0.09545538378391483,Very Low
369234,35.0,0.94589582392665,-0.05562283869330993,0.09718636563957661,Low (≥0.10)
372602,29.0,1.0946520045008683,0.0904365086492404,0.1115862903885515,Medium (≥0.10)
373174,34.0,0.9423738041856696,-0.05935326338789051,0.09684261271056216,Very Low
373846,13.0,2.2485890458683313,0.8103029287875156,0.21576256834146212,High (≥0.22)
379212,16.0,2.4002706675216072,0.8755815091289273,0.2285151803927099,High (≥0.22)
379720,34.0,1.021830630439436,0.02159575440735926,0.10456594847594392,Low (≥0.10)
381882,32.0,1.0038405182390675,0.003833162276685013,0.10282308393708095,Low (≥0.10)
385341,18.0,0.9728499029204007,-0.02752547085362397,0.09981278439103713,Low (≥0.10)
385405,33.0,0.8047877098548387,-0.21717675080838691,0.08331113938924817,Very Low
387406,31.0,0.9423077151406756,-0.05942339623988002,0.0968361610975238,Very Low
387773,35.0,1.0307188317427758,0.030256453722046023,0.10542577875769776,Medium (≥0.10)
388738,32.0,2.273145701139062,0.8211646436251272,0.2178413763856073,High (≥0.22)
391937,37.0,0.9245491511790653,-0.07844906442045584,0.09510089890604556,Very Low
394314,33.0,2.2781736251809406,0.8233740803737932,0.21826632790547074,High (≥0.22)
395169,4.0,2.314740592769982,0.8392976263006003,0.2213499676669679,High (≥0.22)
395320,34.0,0.9152580769792522,-0.08854920213217311,0.09419170185688819,Very Low
395822,37.0,0.9464134415047489,-0.05507576364541511,0.09723687464556441,Low (≥0.10)
396016,3.0,0.9743696852973581,-0.02596449365849776,0.0999606449759941,Low (≥0.10)
396673,23.0,2.4153059985851755,0.8818259865665057,0.22976792165284987,High (≥0.22)
397414,34.0,0.9597826209649233,-0.041048456655740535,0.09854045756593388,Low (≥0.10)
398442,33.0,0.8777512973443398,-0.13039198590069198,0.09051210254605047,Very Low
399737,33.0,1.0188526677684946,0.018677158672819417,0.10427768036821572,Low (≥0.10)
400549,35.0,0.8843805419315297,-0.12286783167515308,0.09116354975460739,Very Low
401317,33.0,0.8281869228742591,-0.18851639781148724,0.08562665635391686,Very Low
402180,33.0,0.9558495510335143,-0.0451547517111335,0.09815715293229144,Low (≥0.10)
403213,30.0,0.9353762038015496,-0.06680647361031952,0.09615925095369715,Very Low
404121,35.0,0.9077170683058419,-0.09682254771994388,0.0934530894714185,Very Low
404415,33.0,0.9263294581752487,-0.07652532124655935,0.09527501026919838,Very Low
406000,35.0,0.9424088496679095,-0.05931607556448577,0.09684603383208679,Very Low
409708,33.0,0.9740680420836724,-0.026274119377458802,0.09993129984965154,Low (≥0.10)
411150,21.0,2.3006880978300046,0.8332082511613622,0.22016638266361477,High (≥0.22)
412081,33.0,0.8306570274313356,-0.18553829202612052,0.08587074903888858,Very Low
412343,20.0,0.9801393108149331,-0.020060563527637746,0.10052175439602373,Low (≥0.10)
417971,9.0,2.0577839869911903,0.7216296693135851,0.1994208641764328,Medium (≥0.10)
417978,7.0,1.9499495325475296,0.6678034914958866,0.1900351120854532,Medium (≥0.10)
417986,35.0,0.9455358858815661,-0.05600343720771808,0.09715124130092023,Low (≥0.10)
418077,33.0,0.8161364839382803,-0.20317367827609414,0.08443491191952701,Very Low
419924,21.0,1.993393191174447,0.6898383078608498,0.19382954755119297,Medium (≥0.10)
420631,34.0,0.9577194400332099,-0.0432004039937624,0.09833940675643049,Low (≥0.10)
423398,36.0,0.85382029765749,-0.15803453162451744,0.08815654666510986,Very Low
424220,34.0,0.9356947066245794,-0.06646602384507398,0.09619036608032983,Very Low
425314,1.0,2.419233229643448,0.8834506427071245,0.23009480269103988,High (≥0.22)
425772,28.0,1.017127629550599,0.016982605309060636,0.10411065345657489,Low (≥0.10)
426624,33.0,1.082054276856543,0.07886134261951283,0.11037575629861396,Medium (≥0.10)
430530,16.0,2.3515501925359636,0.8550747670767032,0.22444178324804331,High (≥0.22)
433064,3.0,0.9081586457539781,-0.0963361956492362,0.09349635685645363,Very Low
433939,21.0,1.0139469960611387,0.01385063167370153,0.10380260680048992,Low (≥0.10)
435287,16.0,1.0119304789696169,0.011859871835210395,0.10360725079847177,Low (≥0.10)
437550,36.0,0.915143899280056,-0.08867395909903088,0.0941805230846674,Very Low
439677,28.0,0.9657370217608054,-0.0348637160341408,0.09912044475682058,Low (≥0.10)
439806,33.0,0.9870830810380657,-0.01300106777400948,0.10119658828583755,Low (≥0.10)
444361,33.0,0.9723106947455631,-0.028079880797251298,0.09976031865023482,Low (≥0.10)
444545,29.0,0.875012556037332,-0.13351704297052858,0.09024283372836905,Very Low
444768,35.0,0.9310603989618377,-0.07143112844758324,0.09573752642710642,Very Low
445136,33.0,0.992480718118633,-0.007547694197788672,0.10172081066500105,Low (≥0.10)
445647,1.0,2.405295837700487,0.8776729054315557,0.2289341032570088,High (≥0.22)
445774,33.0,1.0081789057876438,0.008145639800858149,0.10324369283832235,Low (≥0.10)
446619,2.0,2.0365911632967917,0.7112774117971744,0.19758489897426101,Medium (≥0.10)
447124,33.0,0.7927740979120201,-0.2322169681549576,0.08212003068544693,Very Low
447324,20.0,0.935294637718863,-0.0668936787785703,0.09615128244076154,Very Low
467396,33.0,1.003769823684634,0.0037627357073587993,0.10281622843042693,Low (≥0.10)
469579,21.0,1.0066431571157848,0.006621188587471041,0.10309482376703782,Low (≥0.10)
470464,33.0,0.9610197211456464,-0.03976034873890433,0.09866098777787535,Low (≥0.10)
473095,37.0,0.977190895145111,-0.02307325693103784,0.10023505787473597,Low (≥0.10)
473271,33.0,0.9055808548106258,-0.09917871264601698,0.09324374624121179,Very Low
474387,36.0,0.974847774847668,-0.02547394853495734,0.1000071535876027,Low (≥0.10)
474408,37.0,1.0016082145406406,0.001606922748436826,0.1026065840821565,Low (≥0.10)
475363,34.0,0.898978323413368,-0.10649635668845658,0.09259641009856179,Very Low
476769,34.0,0.903078403406705,-0.10194590385618668,0.09299845118636862,Very Low
478412,36.0,1.0309529887792608,0.030483606302937918,0.1054484195667077,Medium (≥0.10)
481593,33.0,0.9260696560258674,-0.07680582467488968,0.09524960409516015,Very Low
481790,33.0,0.8336475951499541,-0.18194451370369,0.08616618605130422,Very Low
483315,37.0,0.955589313468664,-0.045427046652176235,0.09813178524914956,Low (≥0.10)
483508,33.0,0.9663997384313421,-0.03417772246455563,0.09918497345698474,Low (≥0.10)
483674,18.0,0.9218820714671135,-0.08133796873938484,0.09483999979604119,Very Low
484252,37.0,0.9179772373497658,-0.0855826845843582,0.09445788536394062,Very Low
484490,34.0,0.9410960483862861,-0.060710074056944535,0.09671787001208676,Very Low
484550,3.0,1.0055336309719307,0.005518376684588056,0.10298725555322474,Low (≥0.10)
485439,10.0,2.1589440149573593,0.7696192201901378,0.20812678891626135,Medium (≥0.10)
485853,2.0,2.1415903993450036,0.7615487302783035,0.2066400769509137,Medium (≥0.10)
486516,30.0,0.9857732879437329,-0.014328881909256602,0.10106933412368879,Low (≥0.10)
490299,1.0,2.3640179191780786,0.8603626795396915,0.2254862218751833,High (≥0.22)
491387,35.0,1.0680216103923423,0.06580797478304812,0.10902539476813033,Medium (≥0.10)
492579,0.5,2.2343695233817518,0.8039590958233302,0.21455631032878497,Medium (≥0.10)
492592,33.0,1.0966316691459754,0.09224336296710278,0.11177636944186653,Medium (≥0.10)
492676,33.0,0.8791495192452796,-0.128800294232119,0.09064954283282411,Very Low
492979,36.0,0.9146944712992767,-0.08916518061568778,0.09413651969264047,Very Low
493443,35.0,0.9468049044602331,-0.05466222131745549,0.09727507163539795,Low (≥0.10)
493460,36.0,0.9752223498652339,-0.02508978284016954,0.10004359061334589,Low (≥0.10)
493609,3.0,2.1021448191852916,0.7429581659832069,0.20325031968822616,Medium (≥0.10)
493763,15.0,2.2378343672829137,0.805508597893949,0.21485040777487951,Medium (≥0.10)
494212,19.0,2.303227717496316,0.8343114945853395,0.22038041770149785,High (≥0.22)
495239,29.0,0.9983051411750823,-0.0016962967230551528,0.1022861398403393,Low (≥0.10)
495489,24.0,0.931245428718698,-0.07123241805886091,0.09575561088890694,Very Low
495522,21.0,2.3364713600403872,0.8486418254501721,0.2231767267383018,High (≥0.22)
496381,36.0,1.0394164719664607,0.03865947103875219,0.10626637518242332,Medium (≥0.10)
497074,34.0,1.0035670110936725,0.0035606643976137564,0.1027965606691712,Low (≥0.10)
497084,30.0,0.9602245686518641,-0.04058809619757551,0.09858351821558786,Low (≥0.10)
498841,34.0,0.9864491636701659,-0.013643486859282825,0.10113500170600709,Low (≥0.10)
499790,33.0,0.9240987487010165,-0.07893634216219347,0.09505684490635524,Very Low
499819,35.0,0.9402413731582312,-0.06161865672485257,0.09663442153024404,Very Low
500502,36.0,1.0068668008445432,0.006843331744790831,0.10311650439469111,Low (≥0.10)
502767,35.0,0.899458919236778,-0.10596189729954641,0.09264354504853012,Very Low
503663,1.0,2.328352427300633,0.8451609047089649,0.2224947248316541,High (≥0.22)
504597,36.0,0.9805046249491433,-0.019687916427596857,0.10055727026217343,Low (≥0.10)
505595,23.0,2.3980766880063507,0.8746670360799413,0.22833220811526078,High (≥0.22)
505871,34.0,0.9832415715260403,-0.016900439762854373,0.10082331179677717,Low (≥0.10)
505878,28.0,0.9973481357090539,-0.002655386711754325,0.10219327556894298,Low (≥0.10)
506020,33.0,0.826789582888643,-0.19020505056613216,0.08548854407682127,Very Low
506219,36.0,0.9721371081613976,-0.028258426690195373,0.09974342777210077,Low (≥0.10)
506679,1.0,2.3057985074615193,0.8354270405190478,0.2205970198913082,High (≥0.22)
507014,33.0,0.908273707214159,-0.09620950614148019,0.09350763066302825,Very Low
507149,37.0,1.0051011587350183,0.005088191903348008,0.10294532401045453,Low (≥0.10)
507386,19.0,1.0144610527531084,0.014357488963363217,0.1038524007383721,Low (≥0.10)
507783,33.0,0.7850976136749376,-0.24194722029988497,0.08135812312046808,Very Low
509466,15.0,0.8707708754731295,-0.13837639589405368,0.0898256408858179,Very Low
509578,35.0,0.9355859848450034,-0.06658222424215385,0.09617974497011728,Very Low
509935,33.0,0.9370398647633942,-0.06502945254372239,0.09632176523864255,Very Low
510068,35.0,0.9073464653052616,-0.09723091139302488,0.09341677483028121,Very Low
510471,34.0,0.9674495547655622,-0.03309199521472235,0.09928718457834151,Low (≥0.10)
511001,35.0,0.9839677766917964,-0.016162129730521592,0.10089388846840452,Low (≥0.10)
511295,2.0,0.8781655791173543,-0.12992011643323023,0.09055282715024071,Very Low
511807,33.0,1.005858207605615,0.005841115029525574,0.10301872449160421,Low (≥0.10)
512411,36.0,0.9728140443230981,-0.027562330864683394,0.09980929539220162,Low (≥0.10)
512722,37.0,1.0056113553288524,0.005595670323276253,0.10299479132559719,Low (≥0.10)
513250,15.0,0.8737574729994491,-0.1349524326816229,0.09011940926471829,Very Low
513751,33.0,0.858077928387076,-0.15306035799260953,0.08857607586606808,Very Low
515329,35.0,0.9760388050427949,-0.024252934094264444,0.10012300670389074,Low (≥0.10)
515349,33.0,1.0536383038975616,0.05224922604194611,0.10763916398905227,Medium (≥0.10)
516434,35.0,0.9027443626174271,-0.10231586352152347,0.09296570285207073,Very Low
516588,2.0,0.981310959323514,-0.018865887663792213,0.10063565718388534,Low (≥0.10)
518389,35.0,0.886098115657449,-0.12092759448858531,0.0913322573585702,Very Low
520024,21.0,0.9395117352352805,-0.062394969269661114,0.09656317529721936,Very Low
520076,33.0,0.9896730811552122,-0.010380611443821368,0.101448169120117,Low (≥0.10)
520972,34.0,0.8325214140659561,-0.18329633485660948,0.0860549422732444,Very Low
521081,36.0,0.9929091192098972,-0.007116140565491088,0.10176240418703919,Low (≥0.10)
521164,22.0,1.019636817695878,0.01944650280890894,0.10435359542883571,Low (≥0.10)
522189,34.0,0.8905160903714516,-0.11595410749769239,0.09176606629336581,Very Low
522381,33.0,0.8777168911298449,-0.130431184804694,0.09050872027452572,Very Low
522478,3.0,1.1641057673342052,0.15195321058862782,0.11823069024040711,Medium (≥0.10)
523132,36.0,0.910838697511967,-0.0933894583082396,0.09375891390313262,Very Low
523831,21.0,2.224510298013588,0.7995368006142636,0.21371885216884434,Medium (≥0.10)
523905,35.0,0.9972683798306605,-0.002735357851885287,0.10218553591980373,Low (≥0.10)
524043,35.0,1.0637035650984115,0.06175674787126768,0.10860945761368768,Medium (≥0.10)
527102,14.0,0.9958648089921396,-0.004143764553859161,0.1020493200454099,Low (≥0.10)
527742,29.0,1.0087527194634485,0.008714636472933825,0.10329930960173261,Low (≥0.10)
528432,34.0,1.071306269670236,0.06887871666375782,0.1093416606952552,Medium (≥0.10)
528702,19.0,0.9469676325496952,-0.054490365313967885,0.09729094934982907,Low (≥0.10)
530021,19.0,2.2482686273513353,0.8101604210450774,0.2157354072924732,High (≥0.22)
530772,36.0,0.8460048101174811,-0.16723023367401466,0.08738593841688047,Very Low
530941,36.0,0.9590160498041851,-0.04184746825940583,0.09846576273406105,Low (≥0.10)
531450,35.0,0.9304971078117781,-0.07203631111339066,0.09568246917878664,Very Low
531753,33.0,0.8808232400872654,-0.12689830871822452,0.09081403638368768,Very Low
531865,37.0,0.8524997575127663,-0.15958235426700854,0.08802638690716191,Very Low
532779,36.0,0.9318817668331727,-0.07054933196496754,0.0958178026233808,Very Low
533209,33.0,0.8115332965280079,-0.20882986202757214,0.08397926360223396,Very Low
534428,36.0,1.0985751705626914,0.09401404069035744,0.11196293669391566,Medium (≥0.10)
534588,1.0,2.260387861715913,0.8155364187874079,0.2167620686597982,High (≥0.22)
534715,35.0,0.948137878120026,-0.053255346247760287,0.09740512439216265,Low (≥0.10)
534884,16.0,2.190900941065529,0.7843128478457111,0.2108573044741059,Medium (≥0.10)
535963,33.0,1.0012378191802302,0.0012370537136764486,0.10257065625478112,Low (≥0.10)
536767,25.0,0.9529743408112028,-0.048167300337626125,0.09787684086190063,Low (≥0.10)
537194,37.0,0.9134312241562649,-0.09054719427833133,0.09401282400165478,Very Low
537640,33.0,1.1306550853787738,0.12279718632474904,0.11503680614749712,Medium (≥0.10)
539635,34.0,1.0248962019649301,0.024591341086907987,0.10486260025328076,Medium (≥0.10)
541171,32.0,0.897681024065456,-0.10794048083496399,0.09246916385016002,Very Low
541315,31.0,1.0975151807337242,0.09304869797514786,0.11186118737424733,Medium (≥0.10)
541476,37.0,0.8679288456753808,-0.14164554271028634,0.08954600443900318,Very Low
